"","date","outbrk_days","case","case_incrs","death","test","test_pos","hos","residential","grocery","park","retail","transit","workplace","punemp","ppov","pincome","pnoveh","puninsur","page65","black_deaths","white_deaths"
"25",2020-02-15,26,28,7,0,28,100,0,-0.498061691447102,1.83600766990314,15.2472583513835,5.89042235205087,4.06400219322943,0.0725771311067572,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"26",2020-02-16,27,35,7,0,35,100,0,-0.724296973832799,2.93643981323239,19.797421227759,8.83335957556162,3.46336836380362,0.592529237579645,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"27",2020-02-17,28,50,15,0,50,100,0,4.97440440347899,0.346254910718547,25.9764778811687,5.37788206844915,0.885058186234365,-21.8684770380364,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"28",2020-02-18,29,59,9,0,59,100,0,0.887904887032442,-1.14428355409463,4.38923777254979,-0.194735883501754,2.57948327967942,-0.719563258314792,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"29",2020-02-19,30,69,10,0,69,100,0,0.277860360745968,0.196790002561641,7.8244795231832,2.09498546763046,2.73192363883135,0.237526155758103,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"30",2020-02-20,31,82,13,0,82,100,0,0.784406313926625,0.434383611391428,1.03475159237483,1.94923559010412,2.63725451906662,-0.351927825547787,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"31",2020-02-21,32,93,11,0,93,100,0,0.42964270921217,-1.14951646594097,7.89115915750983,2.71360298203644,4.25240283722615,0.392972990614519,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"32",2020-02-22,33,106,13,0,106,100,0,-1.0777416411533,3.19119415621598,38.5787462027887,7.6299265243044,6.98638547093509,2.51743153074556,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"33",2020-02-23,34,122,16,0,122,100,0,-0.86150816606246,4.48149754507852,36.7122183163453,8.91692482496688,7.53732874841356,2.47776489306091,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"34",2020-02-24,35,148,26,0,148,100,0,0.283248783321537,0.853090645085902,9.76646118901788,2.11825829084931,1.58132637434066,2.57271367155457,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"35",2020-02-25,36,179,31,0,179,100,0,0.333947560086615,0.237994457857899,7.39838122980278,3.70621664244462,2.01668431994163,0.719532470220256,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"36",2020-02-26,37,208,29,2,208,100,0,-0.551563266407651,3.80464558937035,5.34082436616272,9.90856229729303,4.25871672757632,1.28527752525318,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"37",2020-02-27,38,235,27,2,235,100,0,-0.135944020401575,2.76066677332024,9.83880883648627,8.4131286353174,4.94074076324666,0.281188710338766,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"38",2020-02-28,39,275,40,4,275,100,0,-1.05337801534709,4.75981819031627,13.3943445230301,9.58282158006134,7.19838693117273,1.81124639655572,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"39",2020-02-29,40,299,24,5,316,94.620253164557,0,-1.92867999108346,6.91833113644882,26.0635020120629,12.5786769037583,9.4283248604129,2.61128639924194,3.6,14.2410256410256,29278.8461538462,5.22051282051282,7.87948717948718,19.6589743589744,0,0
"40",2020-03-01,41,388,78,8,402,96.5174129353234,0,-1.50858429362607,10.7404577242706,32.2389586685721,17.0314465947979,11.3178256090251,3.45200344354517,3.6,13.0625908763258,31953.0788384306,6.3252311811348,6.25035114818247,19.6051199670477,0,0
"41",2020-03-02,42,470,82,11,596,78.8590604026846,0,-0.523873071765034,5.91682643735725,12.3316412791132,9.46006010079969,2.73119662751621,3.51895802749988,3.6,13.0625908763258,31953.0788384306,6.3252311811348,6.25035114818247,19.6051199670477,0,0
"42",2020-03-03,43,570,100,14,839,67.938021454112,0,-0.808875164902256,10.4822349475199,24.3553706104782,14.2493340449367,4.32443214632566,1.81428692053873,3.6,13.0625908763258,31953.0788384306,6.3252311811348,6.25035114818247,19.6051199670477,0,0
"43",2020-03-04,44,757,110,16,1937,39.0810531750129,0,-0.63768187860889,7.11941381888225,22.1319471873424,10.8246469547384,4.99510880239113,2.01568443985081,3.6,15.1741863202193,28586.01905077,6.64467682446674,9.33070373156664,18.9329921249722,0,0
"44",2020-03-05,45,910,150,20,2554,35.6303837118246,0,-0.688964982756051,7.72386503649823,24.9103416263048,10.451125776784,6.06354802742307,1.97163041220202,3.6,14.4755955475935,30377.857143519,7.73318466957206,8.88021698308361,18.4235699653017,0.150914491449189,0
"45",2020-03-06,46,1051,137,26,3340,31.4670658682635,0,-0.431540313657759,3.99561101940284,19.5655577981002,7.02576282584708,6.96241141179969,1.87355897459754,3.5,13.7063386105536,29480.9903561237,7.73243129493504,8.60707273389458,18.4138888814324,0.720022802280273,0
"46",2020-03-07,47,1271,217,27,4138,30.7153214113098,0,-1.54752678497588,8.431979535379,43.5679700394676,12.1205168126667,11.1466972417948,2.84041597051683,3.5,14.1278151200419,29100.0925078494,7.20027974453738,9.16111457481398,18.27628704453,1.28913111311136,0
"47",2020-03-08,48,1538,267,31,5012,30.6863527533919,0,-1.20865810564295,9.99239789189244,64.9006479787682,14.975113664137,13.382642766005,2.25167675413681,3.5,14.1278151200419,29100.0925078494,7.20027974453738,9.16111457481398,18.27628704453,1.85823942394244,0
"48",2020-03-09,49,1905,367,35,6785,28.0766396462786,0,-0.064628032046181,7.32702757820383,39.8198542898477,8.45648389187247,4.58264568705216,1.32444640944204,3.5,14.1278151200419,29100.0925078494,7.20027974453738,9.16111457481398,18.27628704453,2.42734773477352,0
"49",2020-03-10,50,2346,441,37,9275,25.2938005390836,0,0.144451451188923,8.05836822926056,27.5552806632609,8.86491314588677,3.97502101184164,0.0290781556297325,3.5,14.1278151200419,29100.0925078494,7.20027974453738,9.16111457481398,18.27628704453,2.99645604560461,0
"50",2020-03-11,51,2873,527,43,13093,21.9430229893836,0,-0.204332469392391,11.066959085039,34.5773868073605,9.7212845644628,4.52665727674446,-0.187078636404786,3.5,14.1278151200419,29100.0925078494,7.20027974453738,9.16111457481398,18.27628704453,3.56556435643569,0
"51",2020-03-12,52,3555,674,51,18403,19.3175025811009,0,0.338727932630177,22.7208213642216,27.2851204379662,10.0197286910544,3.78369342782519,-1.43035729982913,3.5,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,4.13467266726677,0
"52",2020-03-13,53,4580,1025,55,27574,16.6098498585624,0,2.14535773848237,25.2838336027233,12.2178848353398,4.07436713487588,-0.0980209867619425,-3.91500522359871,3.5,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,4.70378097809785,0
"53",2020-03-14,54,5495,915,64,32184,17.0737012179965,0,2.7670607487129,18.2253408658558,12.9974905087423,-2.16082567869242,-1.39917966833911,-1.26054977349638,3.5,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,5.27288928892894,0
